Date,5_YR_R,7_YR_R,10_YR_R,1_MO,3_MO,6_MO,1_YR,2_YR,3_YR,5_YR,7_YR,10_YR,20_YR,DFF,CP3M,AAA,BAA,VIX,SPX_DIV,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,S1,W1,C1,XAUUSD,LA1,LN1,CL1,HG1,SPX,SPX_IND,SPX_PE,USDEUR,USDJPY,USDGBP,USDCHF,USDCAD,USDWBGD
2003-01-19,-0.07200000000000006,-0.09399999999999986,-0.0820000000000003,0.0,-0.006000000000000005,-0.014000000000000012,-0.027999999999999803,-0.04200000000000004,-0.0259999999999998,-0.010000000000000231,-0.006000000000000227,0.0039999999999995595,-0.008000000000000007,-0.0020000000000000018,-0.010000000000000009,-0.020000000000000462,-0.040000000000000036,1.379999999999999,0.050999999999999934,-0.008000000000000007,-0.0040000000000000036,-0.01200000000000001,-0.0259999999999998,-0.00800000000000023,0.005999999999999339,-0.018000000000000682,-0.038000000000000256,-0.014266849210635257,-0.008651253328417319,-0.008556201931195773,0.005061166434161102,0.018582081907059234,0.015673019485921813,0.06802438919132214,0.017970533518307796,-0.0281976754572959,-0.02474300438659771,-0.02819680373653677,-0.00956639948649518,-0.012566051921298893,-0.003221133401969889,-0.008949745043311474,-0.007011649838910616,-0.004471877154556658
2003-01-26,-0.1379999999999999,-0.12100000000000044,-0.11599999999999966,-0.01200000000000001,-0.019500000000000073,-0.03200000000000003,-0.05800000000000005,-0.08400000000000007,-0.10999999999999988,-0.1459999999999999,-0.14600000000000035,-0.1299999999999999,-0.11500000000000021,0.014499999999999957,-0.030000000000000027,-0.10999999999999943,-0.08999999999999986,5.810000000000002,0.08169999999999988,-0.044499999999999984,-0.03400000000000003,-0.046499999999999986,-0.07250000000000001,-0.16049999999999986,-0.14449999999999985,-0.12449999999999939,-0.10449999999999982,0.02176412798885341,0.00629923342798655,0.01174599729929593,0.03228757286842665,0.03527986979957376,0.06830981704094796,-0.018753340184539447,0.013757177336279014,-0.045811615254551796,-0.055488685617653744,-0.0643713052855972,-0.013656860464503193,-8.487163170745049e-05,-0.01266250685084963,-0.01109775105729921,-0.010413008723589523,-0.0015360733069078591
2003-02-02,-0.028000000000000025,-0.03100000000000014,-0.010000000000000231,0.01200000000000001,0.00550000000000006,-0.006000000000000005,0.0040000000000000036,0.04800000000000004,0.055999999999999606,0.05400000000000027,0.04800000000000004,0.038000000000000256,0.009000000000000341,0.019500000000000073,0.010000000000000009,-0.020000000000000462,-0.08999999999999986,-0.33999999999999986,0.01650000000000018,-0.009500000000000064,-0.014000000000000012,-0.025500000000000078,-0.01550000000000007,0.0345000000000002,0.018500000000000405,-0.03950000000000031,-0.10949999999999971,-0.008826182628271617,0.006259801348506677,0.011609629077839578,-0.0002715915280138148,-0.0024665269728183503,-0.045220946451651756,0.006887285796211451,0.03327242299812028,-0.006639125196000961,-0.00021842407120065133,-0.006139774321284097,0.005506681301622338,0.01724978612546657,-0.008202145720635767,0.007949986663230879,0.0003291097610750304,0.004430827368544499
2003-02-09,-0.09000000000000008,-0.07399999999999984,-0.06999999999999984,0.0,-0.006000000000000005,0.0,-0.0020000000000000018,-0.030000000000000027,-0.019999999999999574,0.005999999999999783,-0.0040000000000000036,-0.024000000000000465,-0.04800000000000093,-0.050000000000000044,0.0,-0.09999999999999964,-0.11000000000000032,2.8399999999999963,0.05889999999999995,0.050000000000000044,0.04400000000000004,0.050000000000000044,0.04800000000000004,0.05599999999999983,0.0259999999999998,-0.04999999999999982,-0.0600000000000005,-0.01473569865375346,0.03223609901633839,0.00627617122923585,0.004336637776183316,-0.008147406032102289,0.02065665040670872,0.04692686701769677,-0.039799861318083884,-0.03086771037551639,-0.021528762598324924,-0.030795584557887334,-0.0051819181052630975,0.003331393103517044,0.009345096289993249,-0.006030316847485728,0.00046057177509223335,-0.000778396303355855
2003-02-16,-0.11199999999999988,-0.09799999999999986,-0.0820000000000003,0.010000000000000009,0.0040000000000000036,-0.0040000000000000036,-0.02400000000000002,-0.05999999999999983,-0.07200000000000006,-0.07799999999999985,-0.053999999999999826,-0.035999999999999144,-0.0019999999999997797,0.02400000000000002,-0.020000000000000018,-0.020000000000000462,-0.009999999999999787,-1.3900000000000006,-0.009700000000000042,-0.04400000000000004,-0.020000000000000018,-0.028000000000000025,-0.04800000000000004,-0.10199999999999987,-0.05999999999999961,-0.04400000000000048,-0.03399999999999981,0.030567163870434122,0.009770840604989672,0.0020833340868540162,-0.050475152945738344,0.0012441128415350278,0.025264004528301243,0.04672707640796947,-0.010533342945892699,0.00624784259739819,-0.00626926206738343,0.006247297654145445,0.002810205048714945,0.0016615439562359668,0.009905090318934273,0.004709700367952374,0.001905826489518203,0.001313247930262662
2003-02-23,-0.13000000000000012,-0.09950000000000014,-0.06799999999999984,0.010499999999999954,0.011500000000000066,0.007500000000000062,0.0020000000000000018,-0.00550000000000006,-0.026499999999999968,-0.07450000000000045,-0.07750000000000012,-0.05550000000000033,-0.0389999999999997,0.00649999999999995,0.010000000000000009,-0.009999999999999787,-0.03000000000000025,-2.3699999999999974,-0.014599999999999946,0.0035000000000000586,0.0050000000000001155,0.001000000000000112,-0.0044999999999999485,-0.0810000000000004,-0.06200000000000028,-0.016499999999999737,-0.0365000000000002,0.0017436796048269088,-0.017352378057386986,-0.036020843404437564,-0.0005690710069643501,-0.0021337134695471605,0.028387816724672277,-0.033714162937196424,0.028703862340594632,0.015781107752359524,0.019792718179296287,-0.14279606608891937,0.0,-0.014801457663138784,0.018728038365644684,0.0019802712841187065,-0.012486536229155576,-0.0016649231422940503
2003-03-02,-0.20599999999999996,-0.16449999999999987,-0.1419999999999999,0.04150000000000009,0.01849999999999996,0.0024999999999999467,-0.03400000000000003,-0.05049999999999999,-0.0754999999999999,-0.11149999999999993,-0.11249999999999982,-0.10850000000000026,-0.0990000000000002,0.02750000000000008,0.0,-0.07000000000000028,-0.08999999999999986,-0.620000000000001,0.01729999999999987,-0.02750000000000008,-0.009000000000000119,-0.025000000000000133,-0.06150000000000011,-0.139,-0.13600000000000012,-0.09750000000000014,-0.11749999999999972,0.005212870188533003,-0.049932368748208944,0.0,-0.003992590502657656,0.013612868217093066,-0.0073926978710598945,0.02826455816963147,-0.0032206147000417573,-0.008311084233080912,-0.010514762066054395,-0.0008086422654387526,-0.001296036470429876,-0.005067578412305984,0.008369571162401612,-0.009422920134505242,-0.013115819708856169,-0.002194545286039684
2003-03-09,-0.10399999999999998,-0.10200000000000009,-0.07800000000000007,-0.03400000000000003,-0.03200000000000003,-0.02400000000000002,-0.04800000000000004,-0.1060000000000001,-0.12600000000000033,-0.14599999999999946,-0.1419999999999999,-0.13200000000000012,-0.09399999999999942,-0.05400000000000005,-0.020000000000000018,-0.0699999999999994,-0.0699999999999994,1.4499999999999993,0.028299999999999992,0.03400000000000003,0.02200000000000002,0.030000000000000027,0.006000000000000005,-0.09199999999999942,-0.07800000000000029,-0.015999999999999126,-0.015999999999999126,-0.021901882918383464,0.0015987213636963205,0.03393750931758355,0.002283431847021511,-0.017000586532389228,0.0073926978710598945,0.031731621666043264,-0.011028331041478268,-0.014682546821907394,-0.015699789809684006,-0.012751004087339979,-0.018653390591133814,-0.008418059149270185,-0.01953218108974064,-0.011830055008061058,-0.01281243165019158,-0.008989224444539978
2003-03-16,-0.014000000000000012,-0.03799999999999981,-0.016000000000000014,-0.05600000000000005,-0.06799999999999984,-0.07799999999999985,-0.05599999999999983,0.0,0.012000000000000233,0.007999999999999563,0.01200000000000001,-0.0019999999999997797,-0.006000000000000227,0.020000000000000018,-0.050000000000000044,0.0,0.0,-0.09999999999999787,-0.004899999999999904,-0.07000000000000006,-0.08799999999999986,-0.09799999999999986,-0.07599999999999985,-0.012000000000000455,-0.021999999999999353,-0.020000000000000462,-0.020000000000000462,0.023200865564773743,-0.006410278360919008,-0.04151740484035216,-0.041921434510955535,-0.012942837515629968,-0.08473737422960603,-0.06563317334172458,-0.02109504723835176,0.005270262956774019,0.00838520346859184,0.0020981044067589494,0.024042496110662198,0.010279154348498132,0.012430438940269684,0.022863635129101167,0.005307579144494479,0.00820912582402844
2003-03-23,0.44599999999999984,0.3859999999999999,0.4039999999999999,0.038000000000000034,0.053999999999999826,0.08399999999999985,0.15999999999999992,0.2579999999999998,0.29600000000000004,0.3560000000000003,0.33799999999999963,0.31599999999999984,0.2679999999999998,-0.028000000000000025,0.020000000000000018,0.16999999999999993,0.13999999999999968,-2.3099999999999987,-0.13369999999999993,0.04800000000000004,0.08199999999999985,0.11199999999999988,0.18799999999999994,0.38400000000000034,0.3439999999999994,0.1980000000000004,0.16800000000000015,-0.0017323521006273879,-0.08380110135938157,0.0065005646030931175,-0.031101540632403335,0.004513050353377679,0.012745270566933087,-0.27364872399282447,0.03276833154307646,0.07234829120478192,0.08499653379062533,0.07352295475313442,0.02106012743819078,0.028084008946164474,0.013372338021523433,0.025922965000777065,0.01368268574521686,0.007631406143520536
