Date,5_YR_R,7_YR_R,10_YR_R,1_MO,3_MO,6_MO,1_YR,2_YR,3_YR,5_YR,7_YR,10_YR,20_YR,DFF,CP3M,AAA,BAA,VIX,SPX_DIV,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,S1,W1,C1,XAUUSD,LA1,LN1,CL1,HG1,SPX,SPX_IND,SPX_PE,USDEUR,USDJPY,USDGBP,USDCHF,USDCAD,USDWBGD
2003-01-19,-0.5563385613608396,-0.8127560412460049,-0.8765333416475327,-0.03435502946186704,-0.11929206343444003,-0.255010661096641,-0.42243526106942547,-0.5148948971257707,-0.3004762515362057,-0.11247590529207002,-0.0676618892896504,0.03624857707817918,-0.08434716034770612,-0.06576981486787692,-0.10627899638603426,-0.20334283560618774,-0.40129743546246355,0.4174899172889173,0.8654916856476998,-0.05594070229464868,-0.040105096923713154,-0.12040614372717616,-0.24500029166492537,-0.04226642552081752,0.07008171707552156,-0.09878538770846247,-0.2354257431882771,-0.4094430254443278,-0.19514069315552235,-0.21733289233906328,0.15110518992496716,0.5721383739374031,0.28121065435048775,1.2263329600409265,0.43976394185018236,-1.2192861264967854,-0.91526668548183,-0.9811872669268454,-0.750015518361287,-0.9484136570125932,-0.26024643379169,-0.588708956784316,-0.5663210646232962,-0.5922508556327758
2003-01-26,-1.0622723696924778,-1.0460511237173142,-1.2406888152528215,-0.13624196183025744,-0.2796244200130464,-0.510572952177113,-0.8215605237568064,-0.9952560963059838,-1.1889888718466735,-1.454664029676696,-1.4410457848228269,-1.3311345958601533,-1.2381057927907209,0.12216727306722135,-0.2589535413605234,-1.1576710785451796,-0.9157691239526452,1.7516117129959792,1.3856939673604414,-0.30653383581971705,-0.32186599233879504,-0.4612659378089406,-0.6835483708962878,-1.188651077243468,-1.0608079468677327,-0.8837671614534646,-0.7066082335191374,0.5727463787192336,0.12405388897017666,0.2616655406707228,1.3152152710201799,1.1007979155681935,1.275713188082532,-0.36080689629955626,0.32731793448223806,-1.9444988985508098,-1.9935745800332803,-2.2466970061335783,-1.070695451086533,-0.02172888074394427,-0.9669955432177557,-0.7362715112507656,-0.8458262812183427,-0.21006788722827152
2003-02-02,-0.21904935580641316,-0.26840084881296356,-0.10538057401278816,0.06753190290652333,0.017287351428817353,-0.14142742061643132,0.0032983524637748623,0.5144505296889713,0.5668813063859104,0.5191420355948192,0.4620718989874341,0.3831965463311973,0.09896028592829029,0.17911790577482836,0.04639554858845485,-0.20334283560618774,-0.9157691239526452,-0.1004986805928306,0.28089954496074593,-0.06623905024773408,-0.1340253953954071,-0.253786063150476,-0.14597330603204006,0.27721782168058084,0.1640094300276276,-0.25725588663350907,-0.7420354884312316,-0.26113272458298514,0.12321200961621287,0.25844814714363046,-0.07690570526227522,-0.09427013442496847,-0.8693001332900699,0.10815282099501693,0.8481406142353679,-0.3316632450506112,-0.055144303872612134,-0.20955574893301576,0.43166902992882406,1.2653099307053721,-0.6331080772081014,0.572259664427971,0.03690272667029621,0.5667032905006388
2003-02-09,-0.6943205090876504,-0.6399448690450384,-0.7480078803750705,-0.03435502946186704,-0.11929206343444003,-0.05623999025627401,-0.07652670007370074,-0.3776488402171385,-0.23701106437116998,0.04542857992965119,-0.048042119353459985,-0.24947327995371257,-0.5156587986441693,-0.6124958888608919,-0.02994172389878971,-1.0516346071075149,-1.1215577993487233,0.8571779131652841,0.9993548135151484,0.3422620852246387,0.41071233574041777,0.4921534862168651,0.45290417850971143,0.43883926438246035,0.22036605779888188,-0.33464845587597136,-0.3913056648014968,-0.4222236656314949,0.6778089009652353,0.13261360463909125,0.12012676767777582,-0.2741293432539017,0.37536975612195717,0.8404653122858776,-1.1020117739389401,-1.3292185690287728,-0.8025372823098883,-1.0721016485672534,-0.406285263524996,0.23191704443158373,0.6804187873994195,-0.3881516588288713,0.04770556163940534,-0.11143348883641561
2003-02-16,-0.862965111864862,-0.8473182756861981,-0.8765333416475327,0.05055074751179161,-0.0005273548576950528,-0.11303161049637887,-0.36921855937777803,-0.7207639824887166,-0.7870426864681308,-0.7835699674843808,-0.5385363677581637,-0.3719255043959383,-0.019650414603235664,0.23037347521167287,-0.18261626887327884,-0.20334283560618774,-0.09261442236835092,-0.4167126502299445,-0.1630515879667448,-0.30310105316868907,-0.19037757447842346,-0.27848604822886425,-0.4524854044195499,-0.7488904075662535,-0.4258566073115481,-0.2904241305945671,-0.20708393925859792,0.8127134636941844,0.19817309460028362,0.03369021223883419,-2.223442086931196,0.023210405874169966,0.4624196064274307,0.83681119916375,-0.32094722626310673,0.19892751115703355,-0.26735838138491136,0.223787063099954,0.22027333931434864,0.10793647948925866,0.7223380360533264,0.3496602304318543,0.1664687517897375,0.160856774251392
2003-02-23,-1.0009470595916747,-0.8602791136012731,-0.7265869701629943,0.054796036360474074,0.08854617657486434,0.0502442976939234,-0.02330999838205034,-0.09743814069534822,-0.30576501713329357,-0.7490283613421352,-0.7690686645083782,-0.5709103691145891,-0.4186136800274541,0.03104626073505219,0.04639554858845485,-0.09730636416851358,-0.2984030977644291,-0.7118456885579164,-0.24608061664402128,0.023013298679003508,0.04442317170081244,0.008033778680446507,-0.04223074965472783,-0.5910276030667446,-0.4408850413838888,-0.08772930638810324,-0.2247975667146482,0.026997309507938824,-0.38091068962051455,-0.8653178756161575,-0.08962493286953807,-0.08373310789064775,0.5214398980959426,-0.6344360664238483,0.7262149134013908,0.5914374055551419,0.646683458717567,-4.990267597063819,-3.8349468687595714e-05,-1.11438485698589,1.3827939229311947,0.16215538862845655,-1.016217520193332,-0.22684155983101184
2003-03-02,-1.5835375055493188,-1.4219154232544111,-1.519160648009815,0.31800394497881684,0.1716814725785845,-0.02074522760620926,-0.502260313606904,-0.612110854102718,-0.824064045647732,-1.1141824834173601,-1.112414638391669,-1.1117410270678116,-1.0655811374721393,0.2702389181069975,-0.02994172389878971,-0.7335251927945208,-0.9157691239526452,-0.1848224058293946,0.2944553047447861,-0.18981922568475426,-0.08706524615956117,-0.24884606613479882,-0.5798058145189777,-1.0270296345415868,-0.996937102060308,-0.6847576976871291,-0.7987190962905837,0.12156599726444195,-1.0764971734359419,-0.015462776149743389,-0.23600317663022935,0.414810813633404,-0.15458550763838166,0.4991370199102164,-0.12578520845886115,-0.4005022476813815,-0.41625591696011616,-0.02305422855906811,-0.10164374073911468,-0.39167774864403104,0.6073942937829803,-0.6212148830767766,-1.067928621919665,-0.2957877747464156
2003-03-09,-0.801639801764058,-0.8818805101263933,-0.8336915212233779,-0.32303467117230644,-0.428080305733977,-0.39698971169690317,-0.6885187695276804,-1.246873867305143,-1.3582293709534339,-1.4546640296766915,-1.401806244950446,-1.351543299933862,-1.0116671826850743,-0.6580563950269765,-0.18261626887327884,-0.7335251927945113,-0.7099804485565671,0.43857084859805834,0.48084700177541245,0.23241304039173183,0.2040876791026911,0.2945536055897551,0.056796235978159595,-0.673717643518863,-0.5611125139625743,-0.08404394594798131,-0.07954582157505112,-0.6175708585214819,0.023697425091483402,0.7852393349280932,0.032338549042590474,-0.5544250551999429,0.124764950800841,0.562548619858682,-0.33415746357479276,-0.6628323168917478,-0.5981044278910306,-0.4408395344395081,-1.4624085009071086,-0.6404394378502465,-1.4812359952739647,-0.7865789316753848,-1.0429978375113031,-1.180319162029518
2003-03-16,-0.1117300631300047,-0.32888475908329895,-0.1696433046490145,-0.5098273805143555,-0.8556332566102562,-1.1636765849383157,-0.7949521729109783,-0.03453369794555778,0.10146993384233916,0.06516664058236415,0.10891604013604589,-0.02497753514293368,-0.06278157843288582,0.1848129690455883,-0.4116280863350125,0.008730107269151126,0.010279915329683592,-0.028221201818632562,-0.08171702926247004,-0.48160575102216274,-0.8290356040859402,-0.9700856304237474,-0.716557366107249,-0.07233553113977405,-0.14031635993716818,-0.11352682946893056,-0.10788762550473657,0.6119112455453439,-0.14729562429859155,-0.9950005905208,-1.8577136943568182,-0.42595488004492127,-1.615910667643566,-1.218225639535967,-0.6028178840901045,0.15867795601826323,0.24660082345823092,0.07863386845822154,1.8848215909551325,0.7477644583370231,0.9113770459794633,1.5967894142087522,0.44600632629113446,1.058562213702019
2003-03-23,3.414475267666268,3.3347120915771833,4.328747839886991,0.2882869230380358,0.5932961880260271,1.1363840347859249,2.078749718438138,2.9162565255900312,3.105488792987249,3.499589194154805,3.306938539734722,3.2200064125764016,2.8917031438978196,-0.36191310494742673,0.12273282107569941,1.811350121709489,1.450800643102194,-0.6937763188643674,-2.2641943544937804,0.32853095462052534,0.7676094699328526,1.1047131161609043,1.7732639869482152,2.904505925136761,2.6098870753002528,1.4932903224222733,1.2241771591900394,-0.06775786437289212,-1.799598442919334,0.1379078130760758,-1.3950912189738391,0.12670645084460283,0.22589471847840664,-5.022770579251903,0.8346874265581082,2.9204588732685077,2.933501844694772,2.5773232729862907,1.6510127878906524,2.069713770542203,0.9818844081179987,1.806957601765134,1.1342271415029042,0.9833546610656121
